ds,predicted_close,lower_bound,upper_bound,model,ticker
2026-04-10,307.35478387727613,301.59369591465617,313.1158718398961,arima,JPM
2026-04-13,306.7369255400609,298.5726963318539,314.9011547482679,arima,JPM
2026-04-14,306.9301020302954,296.90012172524035,316.9600823353505,arima,JPM
2026-04-15,307.5149122820526,296.06993143892174,318.95989312518344,arima,JPM
2026-04-16,307.4840006116429,294.75616561815804,320.21183560512776,arima,JPM
2026-04-17,307.47264177592587,293.4882278325336,321.45705571931813,arima,JPM
2026-04-20,307.4178830565076,292.2732512260232,322.562514886992,arima,JPM
